cycle,count,mae,rmse
5,15,0.1571774504670894,0.2000716927686909
6,15,0.12993244514599855,0.1712678642809187
7,15,0.12978571588984245,0.17571712939545917
8,15,0.15051888540639535,0.1896485824957888
9,15,0.19491806029304806,0.25118792785085703
10,15,0.23226872522146022,0.29080216682014554
11,15,0.29707835789817066,0.36964547445513257
12,15,0.21875909608963257,0.2831919974311261
13,15,0.15886961805226088,0.18811984141706628
14,15,0.16954312659252405,0.21398051579076022
15,15,0.15866213572903226,0.20150921839660643
16,15,0.14758313921793953,0.18249028055247737
17,15,0.18361420584425447,0.23202714826918594
18,15,0.17665449641161737,0.21603925894030412
19,15,0.18253795111726023,0.2224642377285594
20,15,0.13700477782771708,0.17683006563085094
21,15,0.14644228088710207,0.19155976604823657
22,15,0.1372569303303654,0.16933379398061033
23,15,0.16590394854293125,0.19980841032702992
24,15,0.1592002514696464,0.1903052861083209
25,15,0.15734385400736564,0.18839359039801534
26,15,0.30810094816491124,0.35695021910487473
27,15,0.19785075646068118,0.23955011635166693
28,15,0.16949444711195355,0.210331193956586
29,15,0.16503906060711304,0.204575983866049
30,15,0.14873063159471572,0.17456099620103588
31,15,0.12306260898538843,0.1500486004930473
32,15,0.16290938270372296,0.20412654112524034
33,15,0.13324666249593994,0.16981409537933898
34,15,0.2165429219635932,0.2899609271474298
35,15,0.2908732105683244,0.44561987909574524
36,15,0.2662553905641091,0.3706347711914295
37,15,0.2766079262942803,0.3551692598665638
38,15,0.2602664374462949,0.33612703648378545
39,15,0.2228757766443927,0.3000519079860964
40,15,0.3376476011283477,0.4110289649119621
41,15,0.3460919461933921,0.43871852287829327
42,15,0.1411980864280544,0.1781556697103258
43,15,0.13145168265836718,0.17752621687376566
44,15,0.18536212627749193,0.22518197783362465
45,15,0.19970475098666454,0.22930806540253332
46,15,0.16121653218061327,0.21839356470558163
47,15,0.13671492958647305,0.17798481561352686
48,15,0.11340747309700644,0.14327629138390913
49,15,0.11810726826751378,0.1495576623325784
50,15,0.15208066469056372,0.17800120409800135
51,15,0.11455436569692472,0.1446983631553086
52,15,0.14152718341006904,0.17235768549810612
53,15,0.17386139398544287,0.2170823759150369
54,15,0.13038637588109372,0.16913235494389428
55,15,0.11162387158263785,0.13958026741900886
56,15,0.1458579158354376,0.18637330613729727
