cycle,count,mae,rmse
5,15,0.1647262881785998,0.20375121658760295
6,15,0.14581447215819748,0.17725871632084378
7,15,0.11909286798235161,0.15011826861801342
8,15,0.14395087594790293,0.18098669844291948
9,15,0.1902211047101591,0.24522819208687183
10,15,0.21133423871350715,0.2779639944071668
11,15,0.28116630133083315,0.3565030229597121
12,15,0.21053006131178217,0.29138527799787256
13,15,0.1567313617332188,0.2091926677259832
14,15,0.17260464180285606,0.21870526892696696
15,15,0.17575783010217977,0.2114524649042091
16,15,0.17894456356819702,0.21408351281323842
17,15,0.20550554865498616,0.2477859934978726
18,15,0.17136798396655273,0.20701289748842439
19,15,0.20736755930777317,0.23910123380757273
20,15,0.14885193931136784,0.18376679584724329
21,15,0.21234695986946284,0.24801927228656395
22,15,0.23772099809158098,0.2814439192932803
23,15,0.18115633061923456,0.20803988343966653
24,15,0.15523350942652697,0.18476689542253535
25,15,0.15889107365906627,0.19077236980737927
26,15,0.2655649246798763,0.3348218201978857
27,15,0.17792269433123817,0.23485249367660982
28,15,0.13189500139979135,0.170960721287003
29,15,0.3221964235531885,0.36765491604600004
30,15,0.1333936736071196,0.16885166950249092
31,15,0.13434386347825555,0.15593796395670512
32,15,0.15169114924128033,0.18750137461555105
33,15,0.16917879024004404,0.21278565555834764
34,15,0.24150920800996373,0.2955451058331632
35,15,0.3408016749473325,0.4066800670274108
36,15,0.26766032417503555,0.3519564264421906
37,15,0.2754024068050464,0.36854842876768074
38,15,0.2649597422012805,0.3328824952864342
39,15,0.2502118184210691,0.3490448740011585
40,15,0.32969363891580633,0.3924621818274124
41,15,0.35508885878073054,0.45215109154815525
42,15,0.1354205562985483,0.16349283517808091
43,15,0.14360092210132688,0.1780361874892081
44,15,0.192784767772263,0.23207150145577102
45,15,0.18705855322573497,0.2507568330191555
46,15,0.13113813233250704,0.16991090246917487
47,15,0.14790735679652628,0.18707764660784443
48,15,0.105218136519812,0.13990194641481177
49,15,0.1579070147708365,0.19036998971659702
50,15,0.12190608989180836,0.1586347982922965
51,15,0.13360556869339105,0.17289559549982444
52,15,0.10250335503983746,0.12531108550346395
53,15,0.18187241098144316,0.24925321577017487
54,15,0.1305606034025999,0.16730542310981095
55,15,0.10273761454706139,0.12904254019563335
56,15,0.14653902714443764,0.18499701486202597
57,15,0.11430072458621028,0.14465508346580325
58,15,0.22477767155265893,0.30281460912099484
59,15,0.22945085028784556,0.29154075068853197
60,15,0.14823457110157148,0.20361155206345988
61,15,0.15110223700642733,0.18920918727848277
62,15,0.12743131112480996,0.16562158271761626
63,15,0.18637667860103935,0.25198458939019713
64,15,0.2712783840487424,0.3451728532915436
65,15,0.2651003532941885,0.33117913051820574
66,15,0.34433938906594125,0.47613192484801226
67,15,0.5946419222063287,0.705082159237191
68,15,0.128296935236864,0.16652057800730646
69,15,0.23173547970266248,0.2755160851175594
70,15,0.2719436544110447,0.38115381830018535
71,15,0.19987674202858005,0.255598461035128
72,15,0.14078869765959268,0.1701205383036206
73,15,0.5078910278665358,0.5730362398385013
74,15,0.1282046950573797,0.16240156089288868
75,15,0.11436669422549418,0.15382225431338845
76,15,0.11038247913414481,0.1398750758411219
77,15,0.12910582901368836,0.175888667433681
78,15,0.11696737398532667,0.14622124714925389
79,15,0.10318234473296281,0.13211071976813943
80,15,0.09220448763468654,0.11170974542866703
81,15,0.11127967639552351,0.143846272701011
82,15,0.1293715041641568,0.15785143823352749
83,15,0.14072965954361605,0.18600778785144204
84,15,0.13833504417482523,0.17092596499307555
85,15,0.11536440899981579,0.15096560767583914
86,15,0.16155266703255453,0.19820946713246199
87,15,0.1605098612952371,0.1969540229293513
88,15,0.25885662951505134,0.3526435838490671
89,15,0.16488334897307788,0.20640165744703223
90,15,0.2722301228987759,0.35481081658760316
91,15,0.1336376232073745,0.1698423501960068
92,15,0.18190837415817054,0.23601745210833613
93,15,0.2206227969739181,0.2719663500361608
94,15,0.11968514033014799,0.15064832529770528
95,15,0.2001438909568067,0.24144310124678586
96,15,0.31730171897352244,0.4133764753115744
97,15,0.10768835075303194,0.14984286239458447
98,15,0.09640984867559502,0.11997291863306951
99,15,0.108569341246333,0.14141576411526668
100,15,0.11831465843847398,0.16130819806372937
101,15,0.13693206257934779,0.16506002788460217
102,15,0.1382590859225399,0.16723754114661
103,15,0.24240380422742147,0.29222869049647693
104,15,0.18011177805751233,0.21565640024224436
105,15,0.15133709690821745,0.19407855038583194
106,15,0.16913610583062175,0.20977715102021238
107,15,0.12307745634958325,0.15086873843571963
108,15,0.16988890902989895,0.21392610860658462
109,15,0.23288804980412559,0.28470586654245406
110,15,0.25516696856227156,0.33094940740174705
111,15,0.2877650841898303,0.3522907693845192
112,15,0.1993543676407471,0.24132648868700388
113,15,0.236916250918715,0.3255919235232051
114,15,0.1542623581172654,0.21397098733334122
115,15,0.19120274767733741,0.23155688883576644
116,15,0.15141636912681564,0.20239506202047103
117,15,0.15877916747217577,0.20514180654497105
118,15,0.16130256562558862,0.2143045283414843
119,15,0.2599006765184921,0.31810187122505595
120,15,0.6855820035398902,0.8776663693071421
121,15,0.5402357311692414,0.6304082239510632
122,15,0.6670024366424354,0.823441387537238
123,15,0.48973456855320213,0.5790348449405311
124,15,0.4229884928855582,0.5290325990584511
125,15,0.5798079152390104,0.683139692800367
126,15,0.43931959165541573,0.5906816556430357
127,15,0.5366250646452059,0.6548746361784819
128,15,0.16729778623361427,0.2084530762302812
129,15,0.1466429045100498,0.2300552825722369
130,15,0.11369329434521662,0.14660986616104008
131,15,0.16441352057207273,0.208609615804111
132,15,0.37137465283769716,0.43669261673698107
133,15,0.5058275086733861,0.5947825556143054
134,15,0.6612388132361112,0.7783678253928176
135,15,0.47210119485364815,0.5660128322875871
136,15,0.35357221386190785,0.417024625509119
137,15,0.2866718776782669,0.38799907453044263
138,15,0.2686221343477681,0.36052412186679955
139,15,0.17159118543677662,0.21766812193422283
140,15,0.11386268527295931,0.1472831183580327
