cycle,count,mae,rmse
5,15,0.15559076737712732,0.19107992017569786
6,15,0.1269104197433362,0.16001735633830405
7,15,0.13289806173122548,0.17920421179177803
8,15,0.15873082243019865,0.1992683209604528
9,15,0.1988633779191238,0.25620002824715027
10,15,0.20249205011121651,0.2513135347657147
11,15,0.29369208816589126,0.36383509465894726
12,15,0.23177758624675573,0.2923609197510832
13,15,0.15291896544373043,0.1944886422370717
14,15,0.15638305785048084,0.2008572240936706
15,15,0.16514018664670416,0.20635987643190346
16,15,0.15533225559786912,0.19334823865382503
17,15,0.2394118786064061,0.28593476758924624
18,15,0.175249801052636,0.2156399249712135
19,15,0.16326788346832774,0.20135744640705394
20,15,0.13072899870801694,0.17055188825299958
21,15,0.17180607758508343,0.19329681127930382
22,15,0.17332643063867187,0.22795715270716294
23,15,0.1704410677999172,0.20536704451355822
24,15,0.14497839465291626,0.18149176916704376
25,15,0.17965125647917282,0.21157978455999427
26,15,0.2839845505723417,0.36169274664207063
27,15,0.1800692175860715,0.22062087958312257
28,15,0.13554402824476694,0.16289183536534999
29,15,0.2473166458239231,0.2928266779575871
30,15,0.13935434950977255,0.1694306718177951
31,15,0.12986215745723403,0.15759200473742196
32,15,0.1111938139696522,0.140091516734232
33,15,0.176311304111868,0.21792598595923474
34,15,0.20440862203089108,0.27556336263015296
35,15,0.2963845866923287,0.3691110485750184
36,15,0.28106349836133626,0.415327579060692
37,15,0.284757778009698,0.37282704305141207
38,15,0.2538884043330116,0.3425814233617813
39,15,0.2692997902632481,0.3707257011669983
40,15,0.33345611502491496,0.4052743086962064
41,15,0.3562901990561264,0.44799961230496277
42,15,0.16925712052673983,0.2081904162540488
43,15,0.16081910928051416,0.18884329562803223
44,15,0.18534141287745207,0.23598358941033437
45,15,0.24031671745740324,0.27489729218321274
46,15,0.14465546208723717,0.1947719060829077
47,15,0.1565939269231349,0.20932815753922285
48,15,0.1257253404708314,0.15968436023544358
49,15,0.12062892058705706,0.15226070004015227
50,15,0.12888758399922,0.1641036797788285
51,15,0.15422342290521204,0.190888212426245
52,15,0.1557827498775282,0.19368383918255927
53,15,0.17376594700503095,0.2227607416474679
54,15,0.10914350272313472,0.14097957736652494
55,15,0.14560017886217563,0.1730581650357776
56,15,0.12291117281416972,0.15947705861021585
57,15,0.1527651840920299,0.19530518076940315
58,15,0.19166966295197393,0.24254415565360798
59,15,0.22897199725920173,0.2575190667113194
60,15,0.12116928718271082,0.14800487633594203
61,15,0.16920477059225247,0.20681736933711353
62,15,0.15792640122064927,0.20465234408004448
63,15,0.1800760345323754,0.2449861856039309
64,15,0.31428279029091194,0.37950315659306205
65,15,0.16129674998221857,0.21962908218329016
66,15,0.34386557637108095,0.48317013141483056
67,15,0.7117792166186435,0.8061174773138637
68,15,0.171187227846193,0.20810291397369457
69,15,0.19346794177746776,0.2390422268622067
70,15,0.2796938579598749,0.40475196982645717
71,15,0.18031264143366857,0.2171015447644924
72,15,0.16709237530998702,0.20116495178051963
73,15,0.3620251543989571,0.45258509591084095
74,15,0.10734213628220945,0.13836514279057605
75,15,0.15586618197064178,0.1755354948382209
76,15,0.1315501361553256,0.16968219837455248
77,15,0.15776380832545106,0.20983724288960123
78,15,0.13229401780786737,0.16312726545709533
79,15,0.09555498606173604,0.12348739461772906
80,15,0.09044655531803134,0.1122644616064226
81,15,0.11168130260687781,0.14729230608832128
82,15,0.1202028683410743,0.15375527848970627
83,15,0.15503561791248377,0.18223105353097765
84,15,0.13635218061611723,0.17579037641760337
85,15,0.10321870003330931,0.1316633625568627
86,15,0.11719911556713822,0.1485794261808647
87,15,0.12282255972137499,0.15887448410071742
88,15,0.2555900273906638,0.36173147033798414
89,15,0.2048938093280285,0.24180831266611794
90,15,0.2624132923973538,0.33882757427944543
91,15,0.15110642886263795,0.22298955518804592
92,15,0.16968056800626313,0.22961226406080826
93,15,0.23387478428217615,0.29924358363906245
94,15,0.12386405512841774,0.15443753111472858
95,15,0.1915351316461204,0.24019597527740455
96,15,0.36241855879951346,0.43626249750389684
97,15,0.11165748610670144,0.15158764045057982
98,15,0.10622863674519264,0.13690245946985125
99,15,0.0905153061975953,0.11579464503111438
100,15,0.12957601506481256,0.16336720299602234
101,15,0.17111710819330714,0.20352216810977675
102,15,0.1299089165941068,0.1573516697585896
103,15,0.18071366767841185,0.22320087077282055
104,15,0.16181286142549842,0.19530617450113513
105,15,0.11801286700988878,0.14667786004282246
106,15,0.09266961449642275,0.11484482005145605
107,15,0.12974627381818418,0.1553456852967303
108,15,0.1895202420357787,0.23189478083944404
109,15,0.22020556793800444,0.270351587109934
110,15,0.24027965793629744,0.3177833973449877
111,15,0.1564368397355129,0.19617110537601526
112,15,0.30988916009304035,0.36141729424542024
113,15,0.21594141844830667,0.26241304028091506
114,15,0.19674107269681537,0.29300905724729315
115,15,0.16839078679794633,0.23668585775066214
116,15,0.13974852197597315,0.1863828143542625
117,15,0.138420830252417,0.1743914677489939
118,15,0.17816253931357606,0.22524799698725395
119,15,0.2594810786977042,0.31291724837491325
120,15,0.6001725809551046,0.7397044584563042
121,15,0.5506891718581872,0.6676982106787991
122,15,0.8128706767034949,1.020156772202747
123,15,0.5386293655760178,0.679827323095115
124,15,0.42701900659903774,0.5343728230475487
125,15,0.4985335922395723,0.6042732599359799
126,15,0.5616381420133707,0.6836713646922429
127,15,0.4788330570386806,0.6074878150233353
128,15,0.1741777345429912,0.21036775491988102
129,15,0.1581209067346197,0.22479633756288722
130,15,0.14338314807620933,0.18571320019941656
131,15,0.16739034712908477,0.22528673486767628
132,15,0.2967272897028082,0.3585481600967195
133,15,0.5442697916130987,0.6333089827185188
134,15,0.45037137427667895,0.568530325560044
135,15,0.49704535905306113,0.5920367441864818
136,15,0.3809850243282992,0.42954128528091473
137,15,0.2899786290385092,0.3530298104670599
138,15,0.20549495915758778,0.2824852356576735
139,15,0.1910811291631023,0.2491149064874252
140,15,0.1237085873303667,0.15002518989865343
141,15,0.1351985021148553,0.16594440411929554
142,15,0.15449593347665547,0.19760292582847747
143,15,0.1698699458909217,0.23972081828789152
144,15,0.0992771610314751,0.12804748454974743
145,15,0.14357020555003236,0.18817937732700704
146,15,0.10976084998802324,0.13040533252991132
147,15,0.09514390026837667,0.11851580333626159
148,15,0.10335174824730688,0.1304047347044786
149,15,0.09031649519935304,0.12220433496673613
150,15,0.07829346400743607,0.10334434241261417
151,15,0.1535302341347251,0.18119874345006384
152,15,0.13372333521062937,0.16021669483140505
153,15,0.1840902947362122,0.2430622741525141
154,15,0.1769270024691937,0.2639404160355743
155,15,0.23720193461576805,0.3383961705520969
156,15,0.1039893118982342,0.13531510843364744
157,15,0.2565011619152037,0.30826009047767394
158,15,0.1740063897102099,0.24767228515762743
159,15,0.10167205515218289,0.12991628850052028
160,15,0.1443985270784939,0.18082074630741765
161,15,0.10149820545588806,0.13363612064856517
162,15,0.135552434492606,0.1639185786862226
163,15,0.118341179401539,0.13773078916754855
164,15,0.10460112357872499,0.13133825232241886
165,15,0.1046321684934502,0.14104986025500313
166,15,0.12319157220912229,0.16484208636000267
167,15,0.12152893037114766,0.15280694165231193
168,15,0.11989614599605489,0.14843592879214657
169,15,0.1217235616350408,0.14492791356076656
170,15,0.10495367032721031,0.1308269474028823
171,15,0.11148358526400051,0.13371104367024084
172,15,0.13522791314815102,0.16779950840447339
173,15,0.12837897508225568,0.15365273514757682
174,15,0.16395580464675988,0.19703640348504795
175,15,0.11268778320195949,0.13831064913500413
176,15,0.14046413661217483,0.16466830868117074
177,15,0.1329610764334848,0.15961139187510903
178,15,0.07895471116997183,0.09882126798142857
179,15,0.09348292691729991,0.11424405600851407
180,15,0.1036154699545048,0.13305706126751182
181,15,0.11242320877730597,0.1442698797592468
182,15,0.11352473609925531,0.1416380181129701
183,15,0.09491386671646854,0.12129511773712347
184,15,0.08815295349884457,0.1173944565053657
185,15,0.08394855834305497,0.10621118592608193
186,15,0.13043473317256682,0.15770837339088936
187,15,0.18730009618822346,0.21488846957125612
188,15,0.12911240799221085,0.16394982036046316
189,15,0.10354789611592366,0.13255476617095044
190,15,0.1329605656811127,0.20628390257635157
191,15,0.14786892134811214,0.2323797083406458
192,15,0.16101007743631188,0.20816821398023108
193,15,0.13547291980765172,0.18305021656070422
194,15,0.1302836653566595,0.17059626554499407
195,15,0.10859710331174317,0.1388396466055367
196,15,0.170226799738451,0.2382382627433035
197,15,0.26280117446411827,0.35403428370786616
198,15,0.1740828438425183,0.27098861857588624
199,15,0.2079998956119292,0.2536320535527519
200,15,0.2503104210205028,0.33059923659026835
201,15,0.4329545883758597,0.5308932838844856
202,15,0.5178276442583939,0.6338074905339639
203,15,0.560285909214038,0.6477015502124281
204,15,0.4544624593620702,0.5669576638227762
205,15,0.612343005728605,0.7149739276541248
206,15,0.6799786037040018,0.8217592856996857
207,15,0.5602354749738946,0.7029207774119526
208,15,0.6249332228336545,0.7449660518652068
209,15,0.5477763968720566,0.6788166570574575
210,15,0.6053167414648676,0.7217405476069737
211,15,0.9535461340802207,1.163834001632718
212,15,0.527719092597522,0.5953558063272967
213,15,0.5434556580653457,0.6931829404419401
214,15,0.7001751227637208,0.9187000638438962
215,15,0.6480177835878534,0.9264219907381847
