cycle,count,mae,rmse
5,15,0.15249607099263066,0.1986981556546725
6,15,0.15150423413235953,0.1934079184660879
7,15,0.11973714390318031,0.1566139415601163
8,15,0.19649016190852364,0.24005720768766947
9,15,0.2413470383483458,0.2963934270914577
10,15,0.2099646771901731,0.2688865254846412
11,15,0.26751222420715487,0.32075755748932205
12,15,0.22052458549751097,0.2807685391743322
13,15,0.18589752852377517,0.2264045844456394
14,15,0.1653532633672205,0.21146118373403122
15,15,0.10664340310255006,0.12966961202818172
16,15,0.16799368526443256,0.19903873176141326
17,15,0.19758963586787162,0.2658785756091267
18,15,0.18809053870354814,0.22438539817341357
19,15,0.17056433228716184,0.20860992621196292
20,15,0.10728425719317766,0.1441583497806091
21,15,0.19454281921535937,0.2283952987987745
22,15,0.2209310048829626,0.271780616190523
23,15,0.15973956380441584,0.20253915042428183
24,15,0.1453499219181627,0.18279351502514316
25,15,0.16821907054309548,0.21173574146436275
26,15,0.29213857511619357,0.3354712073238102
27,15,0.17873954450505608,0.2234389795695703
28,15,0.15151583875642696,0.18203349028208063
29,15,0.18146828228471754,0.22103201623674912
30,15,0.12075823996323465,0.1446357723085986
31,15,0.12218024432325233,0.15174059096664155
32,15,0.13009231085794393,0.16096569754834125
33,15,0.17038310463475984,0.21952624884324098
34,15,0.25341134960953854,0.29302175116957896
35,15,0.3038766544077225,0.3900372173156909
36,15,0.26201190528556545,0.3543247763219566
37,15,0.2798793904347624,0.3379075248724721
38,15,0.257703585234866,0.3228184801366793
39,15,0.2572556004821642,0.3501062525737548
40,15,0.3384100454930245,0.40255755853602787
41,15,0.3828320631698406,0.44423500840163765
42,15,0.14873709394946738,0.18260375153204458
43,15,0.15874012846794783,0.19573938401790159
44,15,0.1678262809281844,0.20830955472595467
45,15,0.21758119208989032,0.2843899822408509
46,15,0.16680486736445904,0.22181319701500724
47,15,0.134803955257927,0.16988450388279433
48,15,0.13880180399126366,0.17408854200357587
49,15,0.11491649338401352,0.14584176073416888
50,15,0.11946897387749156,0.14886454429752363
51,15,0.14635998274797596,0.17590234120925327
52,15,0.10706023069409787,0.13705130761425033
53,15,0.19290836375857168,0.24736597692236004
54,15,0.12253021267777228,0.14642449733542337
55,15,0.11236068903025477,0.14459695013950535
56,15,0.13845341309200582,0.18090545839599956
57,15,0.13898651659767636,0.1902628488196568
58,15,0.2206537404271715,0.2919973581723238
59,15,0.21645657447033467,0.2635923376269187
60,15,0.171566339305273,0.22994426975287569
61,15,0.20346992754841584,0.23984800307120577
62,15,0.13458334318137277,0.16332595737017858
63,15,0.17803434672869403,0.2326259542511043
64,15,0.32499401538841394,0.4003025284432515
65,15,0.19562251273587516,0.2482117181165214
66,15,0.36263467887438866,0.5061566210236735
67,15,0.6390206328065784,0.7515876767130272
68,15,0.1318795634694246,0.16610449156396956
69,15,0.16344447715479538,0.1981759684465366
70,15,0.2778183791084281,0.38745468610532635
71,15,0.16384281636482922,0.20109261895367
72,15,0.278384792688854,0.3133848022471136
73,15,0.346530537452371,0.47639181886202087
74,15,0.1140806715408153,0.13687788319912844
75,15,0.1062458238071998,0.14354521151240843
76,15,0.1295330865320249,0.15759295280940616
77,15,0.1492674165099058,0.20037382795724004
78,15,0.14024606335442413,0.1765016783378194
79,15,0.09374384141624557,0.12040634928228318
80,15,0.08808048328313618,0.11156127048031513
81,15,0.1200785562212892,0.1634723457109671
82,15,0.15836462336647825,0.19457980628882407
83,15,0.16781743994875853,0.1958447681895763
84,15,0.12245090754337466,0.15520268560940625
85,15,0.12199378204566959,0.158698012159661
86,15,0.13152344755988776,0.15585678127904704
87,15,0.13038186118289463,0.17088596775719345
88,15,0.2548019280570063,0.33841293898360825
89,15,0.14998153346482926,0.18595117577036444
90,15,0.250552642654172,0.33562529323482426
91,15,0.1397802934339417,0.18776907807622503
92,15,0.1566444848413906,0.20745613519242156
93,15,0.22187074191732373,0.3055720313075475
94,15,0.18464230922770547,0.22999090726573063
95,15,0.15209918639335404,0.1945999608378323
96,15,0.29564911542274674,0.36992999069015653
97,15,0.1021110070171305,0.14611774362907812
98,15,0.10654913182816309,0.13525708677623668
99,15,0.1018590378717565,0.1263729379358229
100,15,0.1369244862887027,0.17211821401002672
101,15,0.0933703107362518,0.12505578604179104
102,15,0.21149006159853576,0.248478290115225
103,15,0.18083030905568534,0.2294681211751984
104,15,0.12174296921510427,0.1462551311727531
105,15,0.10217965698279267,0.1400635005433342
106,15,0.1080720444362412,0.140455986347793
107,15,0.30474583330569177,0.34695698204638425
108,15,0.1552049790928702,0.195962853203295
109,15,0.23342631281974516,0.2941814728993485
110,15,0.34712397235242437,0.4262812956833118
111,15,0.21447200610041825,0.2632611564895113
112,15,0.21327542965197102,0.26639086187148275
113,15,0.22540289818716508,0.2803747610357
114,15,0.19369774158159073,0.27317445672917773
115,15,0.16964628568989482,0.23607205170466627
116,15,0.20922034949356427,0.25322843440595827
117,15,0.13054723010959046,0.164689295700569
118,15,0.17717837956752036,0.21964767180807357
119,15,0.2581982900456678,0.32536305111165
120,15,0.6212187607860148,0.7966471442066798
121,15,0.5680742849853773,0.6717979888894747
122,15,0.6050017738867187,0.7682349580764812
123,15,0.5002870483276856,0.5819251579634124
124,15,0.42355325405676536,0.5058699991695136
125,15,0.5078459364887746,0.5869076644998258
126,15,0.3947777256725681,0.5452489139830072
127,15,0.5013781730422405,0.6435149133593444
128,15,0.1620415408236758,0.21018469458820893
129,15,0.1592748826820434,0.22736449242558138
130,15,0.10451903541105226,0.13182049599159362
131,15,0.16015588999586458,0.22240241470949423
132,15,0.29183821962500067,0.3623174364944308
133,15,0.4936586659466252,0.5963853393140761
134,15,0.4641377643483706,0.5573422713130342
135,15,0.46972142039351394,0.571843295008116
136,15,0.3505845166712714,0.41113539189071957
137,15,0.30726469052427346,0.37350524359404125
138,15,0.23615681235220046,0.3290085668694514
139,15,0.18470172959852016,0.23580259830649516
140,15,0.12581734639127562,0.16375928634096715
141,15,0.13032993687937686,0.17325810295193902
142,15,0.14800344747706798,0.1887701115202117
143,15,0.17896997161455483,0.24702656332975748
144,15,0.14662022667737323,0.19147273571001333
145,15,0.14080124602333555,0.18035615335442004
146,15,0.14157788850484943,0.17591130791049955
147,15,0.18214529912293126,0.21026891774925965
148,15,0.09630801750224291,0.12127469054131973
149,15,0.1264103635960651,0.1403698615224988
150,15,0.10527390193742031,0.1356522552011917
151,15,0.13755170431899993,0.16799306860688157
152,15,0.15055343180377234,0.20230805041259425
